fips,h,f1,f2,f3,f4,f5,k6,k8,k10,rucc
47089,30.4487887134831,30.4487887134831,-15.8644457720985,-6.20720957222607,-21.9863011009547,41.3619726978449,1,1,1,3
47091,13.8841444242416,13.8841444242416,-6.63001709064497,-2.17859102141107,-8.67618909258741,16.6194506792655,3,4,4,8
47093,13.265773909562,13.265773909562,-6.98078196552122,-2.90836439888965,-8.91759669808889,18.9432080913527,1,5,5,2
47095,61.952206344915,61.952206344915,-33.3553945399211,-11.8278880338851,-37.6652898012459,76.4753924704632,3,4,4,9
47097,-20.6794265021661,-20.6794265021661,11.1307640711398,3.45203519997521,14.3539699066506,-25.7673335812866,2,2,2,6
47099,-3.01786022810093,-3.01786022810093,2.56604231182863,0.405553959259366,2.13290928949966,-1.83321273363003,3,4,4,6
47101,0.370695155346848,0.370695155346848,-0.763635723455002,-0.531366256226359,-1.24379261442914,3.09584014439485,3,4,4,8
47103,-5.66538236566714,-5.66538236566714,3.93146253433145,1.0119202841496,2.79967291259155,-5.92731052262911,1,1,1,6
47105,-18.37821451717,-18.37821451717,11.56234464117,4.74642122110835,12.159102668703,-25.7472250831775,1,1,1,2
47107,-25.9064896598457,-25.9064896598457,15.596639779189,5.39943952171448,17.0383976201849,-32.4041017595119,1,1,1,4
47109,27.6635306943382,27.6635306943382,-13.8365222877622,-5.82297637114174,-19.1488272173003,37.5274085636959,3,4,4,8
47111,21.5034675185509,21.5034675185509,-11.4058760342244,-3.99761812544886,-15.6601243605778,31.3243223320562,1,1,1,1
47113,-95.9927550180825,-95.9927550180825,53.0015089752767,18.7044862709491,65.9283494985973,-123.715866787182,2,3,3,3
47115,6.78160165813053,6.78160165813053,-2.69880532502483,-1.4363873381785,-5.15252646562806,9.28233726635569,3,4,4,2
47117,1.31822506394023,1.31822506394023,-0.250044638143778,-0.558947930287944,-2.19921076305281,4.05957172742846,1,1,1,6
47119,-48.3331618526885,-48.3331618526885,26.5549916845979,9.14322100397583,31.3574846110603,-60.059073910499,1,1,1,1
47121,17.1023418798034,17.1023418798034,-9.00736008299595,-4.25119651269484,-13.9729205919866,21.9511611442816,3,4,4,8
47123,-24.8378706440522,-24.8378706440522,15.8263831003127,5.33339822944505,16.7585611324486,-32.8620015540575,3,4,4,6
47125,61.6351565315792,61.6351565315792,-32.773753454158,-12.0689516642849,-41.7634006607278,81.8476936205586,1,1,1,2
